t_center,scheme,c2,gamma,nu
0.92,ctr20,3.8787091292291542,0.02171191025810512,0.2871434523811284
0.92,ctr50,3.648858254270426,0.02543070462490457,0.08697744322897694
0.9400000000000001,exact,3.904152870457389,0.03616770823588357,0.22786803883549867
0.9400000000000001,fwd20,4.0274207066663426,0.7379097404313002,0.2753310557265791
0.9400000000000001,ctr20,3.8374283113833965,0.04198347338595615,0.2490915127527219
0.9400000000000001,ctr50,3.4037690337528863,0.037058812355200726,0.3114381201106172
0.96,exact,3.603583128777384,0.03755128162076196,0.10692075318753208
0.96,fwd20,4.0163556974468415,0.7487365257908086,0.26368365874744826
0.96,ctr20,3.5641240584632783,0.04585673186717522,0.1531766523171206
0.96,ctr50,3.374028992746972,0.035062859478259795,0.1880273561968368
0.98,exact,4.007362870669352,0.07067055931065933,0.1445702665066516
0.98,fwd20,3.9826340096451913,0.7602588281620691,0.2532866778919861
0.98,ctr20,3.9753345608319854,0.09473264641244117,0.17201112977503374
0.98,ctr50,3.794276985740612,-0.07870901925865512,0.30919097420925784
1.0,exact,4.140554158825003,-0.186066017499835,0.17883441256959587
